transaction_id,customer_id,product_id,transaction_date,transaction_time,quantity,unit_price,discount_applied,transaction_amount,profit_amount,payment_method,order_status,is_repeat_purchase
103,81,427,2024-01-03,09:04:00,1,13.6,0.0,13.6,5.22,wallet,pending,1
104,83,497,2025-07-10,13:14:00,1,28.64,0.0,28.64,8.75,wallet,completed,0
105,85,181,2025-03-19,09:20:00,1,7.79,0.0,7.79,2.41,paypal,completed,0
106,86,118,2022-06-01,15:17:00,1,4.96,0.0,4.96,2.16,wallet,completed,0
107,89,431,2023-11-06,22:26:00,1,8.14,0.0,8.14,2.44,paypal,completed,0
108,89,190,2024-04-20,22:08:00,1,5.09,0.0,5.09,1.25,credit_card,completed,1
109,92,13,2023-10-05,22:52:00,3,71.18,0.0,213.55,78.49,debit_card,completed,0
110,92,328,2024-08-11,21:01:00,1,35.54,0.0,35.54,12.79,wallet,completed,1
111,94,70,2021-12-12,17:27:00,1,57.36,0.0,57.36,17.65,bank_transfer,completed,0
112,94,491,2024-09-16,03:37:00,3,106.61,0.0,319.82,85.17,debit_card,completed,1
113,94,99,2022-02-12,20:56:00,1,9.01,0.0,9.01,3.24,debit_card,completed,1
114,99,82,2025-11-17,09:55:00,1,82.35,0.0,82.35,30.83,bank_transfer,completed,0
115,100,1,2024-04-22,08:00:00,1,100.54,0.0,100.54,44.64,bank_transfer,completed,0
116,101,395,2021-06-13,13:39:00,1,25.57,4.29,21.28,11.89,debit_card,completed,0
117,101,429,2025-12-01,05:38:00,1,4.85,0.0,4.85,1.91,bank_transfer,completed,1
118,101,309,2023-02-11,03:57:00,3,9.87,0.0,29.62,7.92,wallet,completed,1
119,102,463,2024-01-21,01:59:00,3,44.2,0.0,132.61,41.61,wallet,completed,0
120,104,240,2024-11-20,21:31:00,3,5.13,0.0,15.4,4.98,bank_transfer,completed,0
121,104,227,2024-01-30,12:34:00,2,5.51,0.0,11.01,3.09,wallet,completed,1
122,105,351,2025-08-21,10:14:00,1,75.8,0.0,75.8,20.82,paypal,completed,0
123,108,369,2023-02-16,02:53:00,1,252.34,0.0,252.34,90.52,credit_card,completed,0
124,111,407,2023-10-10,11:37:00,2,234.17,0.0,468.35,206.67,wallet,completed,0
125,111,453,2024-10-28,23:25:00,1,4.98,0.0,4.98,1.46,debit_card,completed,1
126,115,80,2022-11-02,17:44:00,1,39.48,0.0,39.48,15.49,wallet,completed,0
127,116,91,2025-08-20,06:05:00,1,34.84,0.0,34.84,12.77,credit_card,completed,0
128,117,145,2022-06-09,23:40:00,1,27.22,0.0,27.22,11.46,debit_card,completed,0
129,118,105,2024-09-26,10:52:00,1,10.97,0.0,10.97,4.1,debit_card,completed,0
130,119,459,2023-09-30,23:18:00,2,37.46,0.0,74.92,26.08,bank_transfer,completed,0
131,120,496,2025-01-27,07:43:00,1,16.85,0.0,16.85,5.91,credit_card,completed,0
132,121,498,2025-10-20,19:59:00,1,4.85,0.0,4.85,1.3,wallet,completed,0
133,121,55,2025-03-20,06:27:00,2,9.85,0.0,19.7,5.54,bank_transfer,cancelled,1
134,122,242,2025-07-15,12:12:00,1,16.62,0.0,16.62,5.02,credit_card,pending,0
135,131,285,2025-11-20,20:51:00,3,24.15,0.0,72.45,24.38,bank_transfer,cancelled,0
136,131,371,2023-06-19,07:27:00,3,238.89,0.0,716.66,259.79,credit_card,cancelled,1
137,132,29,2023-09-01,17:27:00,2,5.17,0.0,10.33,3.61,bank_transfer,completed,0
138,134,224,2024-12-23,08:38:00,2,328.32,0.0,656.63,197.74,paypal,completed,0
139,137,402,2021-03-03,18:50:00,2,244.1,0.0,488.2,149.49,debit_card,completed,0
140,141,114,2022-11-10,11:39:00,1,40.13,0.0,40.13,16.24,credit_card,completed,0
141,147,131,2025-03-17,04:23:00,1,94.81,0.0,94.81,32.53,debit_card,completed,0
142,152,461,2022-01-27,09:24:00,3,38.54,0.0,115.61,44.64,credit_card,completed,0
143,154,282,2023-02-16,22:28:00,2,139.51,0.0,279.02,81.23,debit_card,completed,0
144,154,69,2025-03-27,09:09:00,1,29.1,0.0,29.1,9.28,bank_transfer,cancelled,1
145,154,122,2024-11-03,14:13:00,1,48.19,0.0,48.19,19.55,paypal,completed,1
146,155,486,2024-01-31,09:06:00,2,104.05,0.0,208.09,87.83,credit_card,completed,0
147,156,3,2023-10-19,22:11:00,1,110.35,0.0,110.35,34.51,bank_transfer,completed,0
148,157,314,2022-12-25,18:02:00,1,56.69,0.0,56.69,21.21,bank_transfer,completed,0
149,157,338,2024-03-20,03:37:00,3,4.83,0.0,14.48,4.46,credit_card,completed,1
150,157,360,2022-11-08,08:35:00,1,249.38,0.0,249.38,114.46,credit_card,completed,1
151,158,364,2024-02-23,11:08:00,1,209.02,0.0,209.02,67.39,credit_card,completed,0
152,159,356,2025-10-26,17:58:00,2,12.54,0.0,25.07,6.34,wallet,completed,0
153,159,280,2024-01-10,12:37:00,3,16.35,0.0,49.04,13.55,bank_transfer,completed,1
154,159,170,2023-05-18,23:12:00,1,19.08,0.0,19.08,7.88,bank_transfer,pending,1
155,160,55,2022-03-16,16:36:00,1,9.82,2.08,7.74,3.09,paypal,completed,0
156,160,363,2021-06-11,18:32:00,1,35.79,0.0,35.79,12.48,debit_card,completed,1
157,161,410,2022-01-15,19:05:00,1,90.67,0.0,90.67,27.04,paypal,returned,0
158,164,40,2025-03-14,10:18:00,3,40.05,0.0,120.16,48.4,wallet,completed,0
159,164,104,2024-03-02,01:03:00,2,30.93,0.0,61.87,20.94,bank_transfer,pending,1
160,165,261,2024-01-01,03:06:00,1,23.25,0.0,23.25,8.17,wallet,completed,0
161,165,81,2024-01-26,06:38:00,1,17.23,0.0,17.23,7.5,paypal,completed,1
162,166,453,2023-07-24,09:22:00,2,5.15,0.0,10.3,2.88,paypal,pending,0
163,167,56,2025-06-19,23:34:00,1,26.11,5.62,20.49,12.29,paypal,cancelled,0
164,169,297,2023-05-01,07:49:00,3,6.17,1.21,14.88,7.22,wallet,completed,0
165,169,190,2024-08-19,15:46:00,2,4.87,0.0,9.75,2.56,credit_card,completed,1
166,169,460,2023-04-06,04:00:00,1,5.18,0.0,5.18,2.08,wallet,cancelled,1
167,170,406,2021-09-04,02:04:00,1,22.97,0.0,22.97,7.55,bank_transfer,completed,0
168,170,399,2025-12-29,05:03:00,2,16.33,0.0,32.66,11.84,wallet,completed,1
169,170,111,2024-02-18,22:35:00,2,28.88,0.0,57.76,17.2,bank_transfer,completed,1
170,171,422,2024-06-19,00:30:00,3,12.66,0.0,37.98,15.15,wallet,completed,0
171,172,182,2025-02-10,08:30:00,3,58.94,0.0,176.81,69.45,wallet,completed,0
172,172,16,2022-03-10,17:14:00,1,61.45,11.79,49.66,25.37,bank_transfer,pending,1
173,174,99,2021-05-08,07:53:00,1,9.65,0.0,9.65,3.14,credit_card,pending,0
174,175,357,2022-07-11,21:25:00,1,71.35,0.0,71.35,23.43,bank_transfer,completed,0
175,179,362,2024-12-07,21:42:00,1,39.57,8.73,30.84,12.01,paypal,completed,0
176,181,215,2024-01-07,11:57:00,1,20.02,0.0,20.02,6.55,paypal,completed,0
177,182,337,2024-09-16,19:31:00,1,13.71,0.0,13.71,5.36,debit_card,completed,0
178,182,366,2025-07-08,02:53:00,1,92.23,0.0,92.23,23.1,bank_transfer,completed,1
179,183,145,2025-11-12,21:51:00,1,26.12,0.0,26.12,11.62,credit_card,completed,0
180,185,32,2023-12-30,13:36:00,1,46.25,0.0,46.25,17.4,credit_card,completed,0
181,185,357,2023-11-16,13:22:00,1,72.86,0.0,72.86,23.2,bank_transfer,completed,1
182,186,300,2025-11-08,22:41:00,1,55.23,0.0,55.23,22.18,paypal,cancelled,0
183,186,203,2023-11-28,22:31:00,3,18.12,0.0,54.37,15.27,wallet,completed,1
184,186,452,2024-08-21,07:18:00,3,46.48,0.0,139.45,58.61,paypal,completed,1
185,186,369,2024-06-21,03:22:00,2,258.32,0.0,516.64,179.24,paypal,completed,1
186,187,171,2022-05-04,01:32:00,1,14.88,0.0,14.88,5.37,debit_card,completed,0
187,187,125,2023-01-30,13:19:00,1,27.02,0.0,27.02,6.65,debit_card,completed,1
188,188,269,2025-12-01,19:43:00,2,28.45,0.0,56.89,23.61,bank_transfer,completed,0
189,188,161,2024-06-23,21:24:00,1,50.86,0.0,50.86,12.92,bank_transfer,pending,1
190,189,63,2024-08-09,12:14:00,1,99.38,0.0,99.38,30.0,credit_card,completed,0
191,189,11,2023-09-20,05:04:00,3,30.59,0.0,91.78,33.15,bank_transfer,completed,1
192,190,469,2022-07-06,14:34:00,2,115.78,0.0,231.56,92.67,bank_transfer,completed,0
193,191,23,2024-09-28,15:58:00,2,5.23,0.0,10.45,2.77,debit_card,completed,0
194,192,56,2022-09-22,06:03:00,1,26.79,0.0,26.79,11.34,debit_card,cancelled,0
195,193,261,2023-11-14,09:54:00,1,21.32,0.0,21.32,8.46,debit_card,completed,0
196,193,376,2023-03-04,18:58:00,1,10.94,1.22,9.72,4.34,debit_card,completed,1
197,193,397,2022-04-10,18:42:00,1,19.94,0.0,19.94,4.97,paypal,completed,1
198,193,325,2022-12-08,18:50:00,1,136.88,0.0,136.88,34.69,wallet,cancelled,1
199,194,295,2024-04-15,04:02:00,1,5.11,0.0,5.11,2.0,debit_card,completed,0
200,194,331,2023-05-03,15:40:00,3,18.19,0.0,54.58,15.57,debit_card,completed,1
201,195,142,2025-07-15,08:54:00,1,62.24,0.0,62.24,27.06,paypal,completed,0
202,196,258,2023-10-08,18:34:00,1,97.67,0.0,97.67,35.57,wallet,completed,0
203,198,365,2023-04-19,05:28:00,1,7.4,0.0,7.4,2.9,bank_transfer,completed,0
204,199,110,2022-03-23,02:20:00,1,22.72,0.0,22.72,5.66,credit_card,completed,0
205,199,6,2025-12-22,17:17:00,1,17.92,0.0,17.92,5.31,wallet,returned,1
206,203,472,2024-02-21,07:14:00,1,36.25,0.0,36.25,15.42,paypal,completed,0
207,204,355,2024-06-18,22:41:00,1,12.27,0.0,12.27,5.21,debit_card,completed,0
208,205,336,2023-03-13,02:47:00,1,5.19,0.0,5.19,1.86,debit_card,completed,0
209,205,209,2025-01-07,21:46:00,2,26.97,6.2,41.53,17.71,wallet,completed,1
210,205,191,2023-08-14,02:23:00,3,5.07,0.0,15.21,6.9,paypal,completed,1
211,208,346,2025-06-28,21:50:00,1,18.05,0.0,18.05,7.3,wallet,completed,0
212,211,410,2024-09-20,20:48:00,2,90.18,0.0,180.36,54.23,debit_card,completed,0
213,211,14,2023-07-06,00:38:00,1,4.95,0.0,4.95,1.53,paypal,completed,1
214,212,351,2022-08-25,07:17:00,1,68.85,0.0,68.85,21.86,credit_card,cancelled,0
215,212,452,2025-08-25,08:27:00,1,48.72,0.0,48.72,19.2,debit_card,completed,1
216,212,267,2021-12-03,15:27:00,1,14.78,0.0,14.78,5.97,wallet,completed,1
217,213,198,2025-12-28,07:56:00,1,14.36,0.0,14.36,4.62,credit_card,pending,0
218,213,64,2025-12-22,22:43:00,1,7.36,0.0,7.36,2.75,paypal,completed,1
219,213,99,2025-12-25,19:09:00,2,9.41,0.69,17.44,6.56,bank_transfer,completed,1
220,213,301,2025-01-30,14:00:00,1,253.5,29.56,223.94,68.79,bank_transfer,completed,1
221,213,432,2024-01-27,17:11:00,2,40.64,0.0,81.28,27.63,credit_card,completed,1
222,214,286,2025-09-08,20:07:00,1,200.98,0.0,200.98,62.64,bank_transfer,completed,0
223,219,364,2023-07-22,17:20:00,1,206.16,0.0,206.16,67.82,paypal,completed,0
224,221,203,2025-08-06,02:52:00,1,17.9,0.0,17.9,5.13,bank_transfer,completed,0
225,223,159,2023-10-03,10:09:00,1,20.61,0.0,20.61,5.46,debit_card,completed,0
226,223,491,2025-06-16,04:51:00,1,102.92,0.0,102.92,28.94,credit_card,completed,1
227,224,25,2024-09-12,22:16:00,1,38.37,0.0,38.37,16.27,wallet,returned,0
228,225,38,2022-12-25,03:30:00,2,36.15,0.0,72.3,26.64,wallet,completed,0
229,228,103,2021-08-25,05:45:00,1,65.1,0.0,65.1,20.67,paypal,completed,0
230,228,9,2021-11-23,21:03:00,1,111.26,0.0,111.26,37.39,wallet,completed,1
231,228,466,2024-08-15,07:26:00,1,9.25,0.0,9.25,4.42,wallet,completed,1
232,228,314,2022-07-06,22:46:00,1,58.35,7.0,51.35,22.01,paypal,cancelled,1
233,228,268,2022-12-05,13:28:00,1,28.23,5.53,22.7,11.56,credit_card,completed,1
234,228,174,2021-09-16,18:31:00,1,36.51,0.0,36.51,13.24,debit_card,completed,1
235,228,72,2021-07-02,16:34:00,1,32.27,0.0,32.27,13.9,paypal,completed,1
236,229,121,2024-11-26,23:26:00,2,9.32,0.0,18.64,5.84,credit_card,completed,0
237,229,340,2023-03-15,17:13:00,3,17.63,0.0,52.89,22.55,paypal,completed,1
238,230,281,2022-08-27,10:30:00,1,29.89,0.0,29.89,12.15,bank_transfer,completed,0
239,230,357,2025-08-20,22:04:00,1,70.61,0.0,70.61,23.54,debit_card,completed,1
240,230,225,2023-12-12,10:49:00,1,340.34,0.0,340.34,135.72,bank_transfer,completed,1
241,230,424,2023-06-24,15:23:00,1,22.52,0.0,22.52,8.26,paypal,completed,1
242,231,112,2023-07-29,17:21:00,1,8.12,0.0,8.12,2.57,bank_transfer,completed,0
243,232,475,2024-07-11,17:08:00,2,18.19,0.0,36.37,10.96,bank_transfer,completed,0
244,232,304,2023-05-03,14:08:00,1,9.87,0.0,9.87,3.44,wallet,cancelled,1
245,233,480,2024-06-01,23:34:00,1,67.93,0.0,67.93,19.81,debit_card,completed,0
246,234,332,2025-09-26,00:33:00,1,31.03,0.0,31.03,13.68,paypal,completed,0
247,236,205,2025-07-13,01:51:00,1,18.99,0.0,18.99,5.99,credit_card,completed,0
248,237,395,2024-04-13,07:51:00,2,26.0,0.0,52.01,22.36,paypal,completed,0
249,239,1,2025-01-07,13:46:00,2,100.15,0.0,200.3,89.39,wallet,completed,0
250,240,415,2021-10-23,09:26:00,2,56.76,0.0,113.52,29.03,debit_card,completed,0
251,240,161,2024-07-13,23:19:00,1,52.76,0.0,52.76,12.64,wallet,completed,1
252,241,406,2025-01-02,01:40:00,1,22.88,0.0,22.88,7.56,debit_card,completed,0
253,241,400,2024-06-12,03:46:00,1,51.48,0.0,51.48,20.18,paypal,cancelled,1
254,241,305,2022-07-13,05:04:00,1,17.25,0.0,17.25,5.69,wallet,completed,1
255,244,422,2023-08-30,10:18:00,2,12.54,0.0,25.09,10.14,credit_card,pending,0
256,247,216,2026-01-21,11:55:00,1,12.86,0.0,12.86,3.64,paypal,completed,0
257,247,397,2024-02-05,00:49:00,1,18.97,0.0,18.97,5.12,credit_card,pending,1
258,248,209,2025-06-12,06:57:00,1,26.43,0.0,26.43,8.0,credit_card,pending,0
259,248,445,2021-05-07,09:41:00,1,15.82,0.0,15.82,5.4,paypal,completed,1
260,249,157,2024-12-14,09:15:00,1,43.36,0.0,43.36,16.58,paypal,cancelled,0
261,252,400,2025-01-01,22:15:00,1,56.53,0.0,56.53,19.42,paypal,completed,0
262,252,17,2023-03-16,16:35:00,1,29.85,0.0,29.85,8.7,debit_card,completed,1
263,253,92,2025-05-08,06:55:00,2,21.93,0.0,43.87,13.38,paypal,completed,0
264,254,464,2024-12-02,20:33:00,1,16.59,0.0,16.59,5.09,debit_card,completed,0
265,254,270,2025-04-07,18:59:00,1,128.15,0.0,128.15,57.7,wallet,completed,1
266,254,49,2025-01-25,21:41:00,3,199.75,0.0,599.24,225.2,debit_card,completed,1
267,254,121,2025-11-18,17:04:00,1,9.87,0.0,9.87,2.84,credit_card,completed,1
268,255,266,2025-04-20,14:50:00,1,7.38,0.0,7.38,2.52,credit_card,completed,0
269,255,178,2025-05-13,11:21:00,2,70.95,0.0,141.9,49.97,debit_card,completed,1
270,256,224,2024-11-21,11:28:00,1,331.57,0.0,331.57,98.38,paypal,completed,0
271,259,13,2023-03-04,01:55:00,2,71.79,0.0,143.57,52.14,bank_transfer,completed,0
272,259,353,2024-07-23,07:02:00,1,158.55,0.0,158.55,56.88,credit_card,completed,1
273,260,482,2025-10-06,06:22:00,1,145.93,0.0,145.93,60.77,debit_card,completed,0
274,261,484,2023-10-23,08:11:00,1,84.1,0.0,84.1,25.51,wallet,completed,0
275,262,118,2023-08-23,11:49:00,1,5.08,0.0,5.08,2.14,paypal,completed,0
276,264,381,2024-01-25,14:11:00,3,5.79,0.0,17.37,5.91,paypal,completed,0
277,265,246,2026-01-13,18:51:00,1,37.43,0.0,37.43,13.1,debit_card,completed,0
278,265,32,2023-03-19,14:46:00,2,46.07,0.0,92.14,34.86,bank_transfer,cancelled,1
279,266,389,2024-12-30,07:52:00,1,27.4,0.0,27.4,10.73,bank_transfer,completed,0
280,267,208,2024-04-24,05:28:00,1,52.55,0.0,52.55,22.07,debit_card,pending,0
281,267,251,2024-11-15,17:43:00,1,18.05,3.25,14.8,6.01,credit_card,completed,1
282,269,49,2023-10-23,02:49:00,1,206.21,0.0,206.21,74.1,wallet,completed,0
283,269,70,2023-04-09,02:46:00,2,54.13,0.0,108.25,36.26,credit_card,completed,1
284,269,206,2022-12-04,14:17:00,1,53.48,3.2,50.28,21.15,wallet,completed,1
285,269,119,2022-11-20,21:28:00,1,9.37,0.0,9.37,2.41,debit_card,completed,1
286,269,90,2025-08-11,03:57:00,2,63.4,0.0,126.8,55.48,wallet,completed,1
287,269,217,2024-10-15,07:23:00,1,5.1,0.0,5.1,1.38,credit_card,completed,1
288,271,270,2023-06-29,14:24:00,1,137.11,0.0,137.11,56.35,credit_card,completed,0
289,271,345,2023-07-20,12:53:00,1,87.22,0.0,87.22,22.59,wallet,completed,1
290,273,281,2023-08-09,05:21:00,2,28.52,4.08,48.86,25.93,credit_card,cancelled,0
291,274,338,2021-12-27,16:20:00,1,5.12,0.0,5.12,1.44,credit_card,completed,0
292,275,293,2023-01-04,20:14:00,1,21.87,0.0,21.87,5.62,debit_card,completed,0
293,275,426,2024-10-04,11:17:00,2,32.17,0.0,64.35,29.65,debit_card,completed,1
294,276,335,2025-09-24,06:43:00,1,13.54,0.0,13.54,4.59,debit_card,completed,0
