journey_id,customer_id,product_id,journey_date,journey_time,event_type,device_type,page_url,session_duration,is_conversion_event,conversion_value
73,8,,2025-11-09,14:20:00,checkout_complete,tablet,/product/113,1163,1,127.3
74,8,,2025-10-23,13:46:00,page_view,mobile,/product/113,1581,0,0.0
75,8,113.0,2025-11-03,11:06:00,product_view,desktop,/product/113,1333,0,0.0
76,8,,2025-10-26,20:39:00,checkout_start,mobile,/product/113,214,0,0.0
77,8,,2025-11-11,15:05:00,checkout_complete,mobile,/product/113,460,1,127.3
78,8,113.0,2025-10-23,21:16:00,product_view,mobile,/product/113,1776,0,0.0
79,8,,2025-11-13,14:12:00,checkout_start,desktop,/product/113,63,0,0.0
80,8,,2025-10-29,22:30:00,page_view,mobile,/product/113,84,0,0.0
81,8,113.0,2025-10-23,10:46:00,add_to_cart,tablet,/product/113,396,0,0.0
82,8,,2025-11-10,01:33:00,feature_usage,desktop,/product/113,740,0,0.0
83,8,,2025-11-03,06:39:00,checkout_complete,tablet,/product/113,536,1,127.3
84,8,,2025-07-30,06:08:00,feature_usage,tablet,/product/104,825,0,0.0
85,8,,2025-07-26,23:56:00,page_view,mobile,/product/104,751,0,0.0
86,8,,2025-07-18,13:35:00,support_contact,mobile,/product/104,792,0,0.0
87,8,,2025-07-23,09:29:00,page_view,mobile,/product/104,577,0,0.0
88,8,104.0,2025-07-25,13:27:00,add_to_cart,mobile,/product/104,1216,0,0.0
89,8,,2025-08-14,05:55:00,checkout_complete,mobile,/product/104,662,1,33.5
90,8,,2024-10-12,15:24:00,feature_usage,mobile,/product/276,56,0,0.0
91,8,,2024-10-29,03:35:00,checkout_complete,mobile,/product/276,201,1,29.22
92,8,276.0,2024-10-22,08:23:00,add_to_cart,desktop,/product/276,1448,0,0.0
93,8,,2024-10-22,11:42:00,feature_usage,mobile,/product/276,382,0,0.0
94,8,276.0,2024-10-30,13:45:00,product_view,desktop,/product/276,1494,0,0.0
95,8,,2024-10-13,23:44:00,page_view,mobile,/product/276,956,0,0.0
96,8,,2024-10-10,11:05:00,feature_usage,tablet,/product/276,1210,0,0.0
97,8,,2024-11-05,03:21:00,checkout_start,desktop,/product/276,258,0,0.0
98,8,276.0,2024-10-29,19:51:00,product_view,desktop,/product/276,983,0,0.0
99,8,276.0,2024-10-12,14:06:00,product_view,tablet,/product/276,1156,0,0.0
100,8,,2024-10-13,08:49:00,checkout_complete,desktop,/product/276,516,1,29.22
101,8,,2024-05-17,07:04:00,page_view,tablet,/product/231,1733,0,0.0
102,8,,2024-05-20,10:59:00,checkout_start,tablet,/product/231,1565,0,0.0
103,8,,2024-05-27,22:49:00,feature_usage,desktop,/product/231,659,0,0.0
104,8,,2024-05-10,09:16:00,checkout_complete,tablet,/product/231,38,1,361.56
105,8,231.0,2024-05-25,22:33:00,product_view,desktop,/product/231,1586,0,0.0
106,8,,2024-06-04,06:40:00,checkout_start,desktop,/product/231,598,0,0.0
107,8,,2024-05-09,12:44:00,feature_usage,desktop,/product/231,339,0,0.0
108,8,,2024-05-17,23:32:00,page_view,tablet,/product/231,346,0,0.0
109,8,231.0,2024-05-19,06:55:00,product_view,desktop,/product/231,1549,0,0.0
110,8,,2024-05-11,23:09:00,feature_usage,tablet,/product/231,574,0,0.0
111,8,,2024-05-09,02:55:00,checkout_complete,desktop,/product/231,1271,1,361.56
112,8,231.0,2024-05-11,05:37:00,add_to_cart,mobile,/product/231,521,0,0.0
113,8,,2024-06-03,07:06:00,checkout_complete,mobile,/product/231,57,1,361.56
114,8,,2024-05-26,15:07:00,checkout_complete,tablet,/product/231,252,1,361.56
115,9,267.0,2024-04-28,13:30:00,add_to_cart,tablet,/product/267,1530,0,0.0
116,9,,2024-04-30,12:40:00,checkout_start,mobile,/product/267,898,0,0.0
117,9,,2024-04-27,21:53:00,feature_usage,desktop,/product/267,141,0,0.0
118,9,,2024-04-29,06:55:00,page_view,mobile,/product/267,158,0,0.0
119,9,267.0,2024-05-12,22:21:00,product_view,desktop,/product/267,1775,0,0.0
120,9,,2024-05-16,13:16:00,feature_usage,mobile,/product/267,398,0,0.0
121,9,,2024-04-26,04:45:00,page_view,mobile,/product/267,931,0,0.0
122,9,,2024-05-09,19:10:00,review_submitted,mobile,/product/267,615,0,0.0
123,9,,2024-05-21,10:29:00,feature_usage,mobile,/product/267,250,0,0.0
124,9,267.0,2024-05-06,03:38:00,product_view,desktop,/product/267,1699,0,0.0
125,9,,2024-04-24,09:53:00,checkout_start,mobile,/product/267,1157,0,0.0
126,9,,2024-05-01,11:42:00,checkout_complete,tablet,/product/267,59,1,13.72
127,9,175.0,2025-11-06,02:59:00,product_view,mobile,/product/175,1656,0,0.0
128,9,,2025-11-29,05:35:00,page_view,mobile,/product/175,774,0,0.0
129,9,,2025-11-06,11:46:00,wishlist_add,desktop,/product/175,936,0,0.0
130,9,175.0,2025-11-18,17:08:00,add_to_cart,desktop,/product/175,70,0,0.0
131,9,,2025-11-11,01:40:00,checkout_start,mobile,/product/175,330,0,0.0
132,9,,2025-11-26,22:27:00,feature_usage,desktop,/product/175,1532,0,0.0
133,9,,2025-11-19,21:32:00,checkout_complete,mobile,/product/175,1691,1,23.41
134,9,,2025-09-14,21:49:00,feature_usage,tablet,/product/49,387,0,0.0
135,9,49.0,2025-10-05,05:06:00,add_to_cart,desktop,/product/49,204,0,0.0
136,9,49.0,2025-09-28,21:16:00,product_view,tablet,/product/49,622,0,0.0
137,9,,2025-10-10,19:37:00,page_view,desktop,/product/49,1149,0,0.0
138,9,,2025-10-06,13:12:00,checkout_complete,mobile,/product/49,92,1,376.25
139,9,,2022-12-24,18:15:00,page_view,mobile,/product/190,1571,0,0.0
140,9,,2023-01-02,04:03:00,page_view,mobile,/product/190,898,0,0.0
141,9,,2022-12-29,07:06:00,checkout_complete,desktop,/product/190,756,1,9.61
142,10,,2023-05-14,07:39:00,page_view,mobile,/product/344,1247,0,0.0
143,10,344.0,2023-05-10,01:15:00,product_view,mobile,/product/344,428,0,0.0
144,10,,2023-05-07,06:01:00,page_view,mobile,/product/344,1645,0,0.0
145,10,,2023-05-25,19:41:00,checkout_complete,tablet,/product/344,611,1,66.27
146,10,,2025-07-09,03:36:00,checkout_complete,desktop,/product/421,173,1,368.29
147,10,421.0,2025-07-17,19:51:00,product_view,mobile,/product/421,1297,0,0.0
148,10,421.0,2025-07-05,19:10:00,product_view,mobile,/product/421,933,0,0.0
149,10,,2025-07-01,22:43:00,review_submitted,tablet,/product/421,282,0,0.0
150,10,,2025-07-15,04:24:00,feature_usage,desktop,/product/421,231,0,0.0
151,10,,2025-07-23,09:51:00,page_view,tablet,/product/421,71,0,0.0
152,10,,2025-07-19,13:04:00,checkout_complete,desktop,/product/421,1764,1,368.29
153,11,,2023-10-14,10:24:00,support_contact,tablet,/product/216,1053,0,0.0
154,11,216.0,2023-10-09,02:23:00,add_to_cart,mobile,/product/216,1666,0,0.0
155,11,,2023-10-02,09:31:00,checkout_complete,mobile,/product/216,886,1,9.45
156,11,,2023-10-21,09:24:00,checkout_complete,mobile,/product/216,1523,1,9.45
157,11,,2023-10-06,11:28:00,checkout_complete,mobile,/product/216,341,1,9.45
158,11,,2023-10-21,00:02:00,page_view,desktop,/product/216,777,0,0.0
159,11,,2023-10-03,13:34:00,checkout_start,tablet,/product/216,585,0,0.0
160,11,,2023-10-08,06:03:00,page_view,mobile,/product/216,720,0,0.0
161,11,,2023-09-27,14:34:00,checkout_complete,mobile,/product/216,476,1,9.45
162,11,,2022-11-30,12:05:00,page_view,mobile,/product/488,132,0,0.0
163,11,,2022-11-25,12:11:00,feature_usage,desktop,/product/488,1390,0,0.0
164,11,,2022-12-14,22:00:00,page_view,desktop,/product/488,300,0,0.0
165,11,,2022-12-01,06:55:00,page_view,desktop,/product/488,583,0,0.0
166,11,488.0,2022-11-22,23:20:00,product_view,mobile,/product/488,1471,0,0.0
167,11,488.0,2022-12-02,06:43:00,add_to_cart,desktop,/product/488,1101,0,0.0
168,11,,2022-12-02,03:49:00,feature_usage,desktop,/product/488,84,0,0.0
169,11,,2022-11-25,05:51:00,checkout_complete,tablet,/product/488,756,1,73.46
170,12,,2025-08-26,01:13:00,checkout_complete,tablet,/product/465,1392,1,372.57
171,12,465.0,2025-08-19,19:49:00,add_to_cart,mobile,/product/465,137,0,0.0
172,12,,2025-08-19,15:50:00,page_view,desktop,/product/465,1606,0,0.0
173,12,465.0,2025-09-02,22:45:00,product_view,mobile,/product/465,286,0,0.0
174,12,,2025-09-06,09:38:00,page_view,tablet,/product/465,916,0,0.0
175,12,,2025-08-30,19:22:00,page_view,tablet,/product/465,1488,0,0.0
176,12,,2025-08-15,23:31:00,review_submitted,mobile,/product/465,863,0,0.0
177,12,,2025-08-29,19:16:00,page_view,mobile,/product/465,1470,0,0.0
178,12,,2025-08-13,13:42:00,page_view,mobile,/product/465,959,0,0.0
179,12,,2025-08-20,19:22:00,feature_usage,tablet,/product/465,518,0,0.0
180,12,,2025-09-03,23:42:00,page_view,mobile,/product/465,882,0,0.0
181,12,,2025-08-24,02:49:00,checkout_complete,tablet,/product/465,52,1,372.57
182,13,,2024-06-11,15:50:00,checkout_complete,desktop,/product/445,1610,1,15.93
183,13,445.0,2024-06-22,21:50:00,product_view,mobile,/product/445,231,0,0.0
184,13,,2024-05-31,07:45:00,feature_usage,desktop,/product/445,299,0,0.0
185,13,445.0,2024-06-18,14:39:00,product_view,mobile,/product/445,781,0,0.0
186,13,445.0,2024-06-15,15:17:00,product_view,desktop,/product/445,988,0,0.0
187,13,,2024-06-07,10:12:00,checkout_start,desktop,/product/445,779,0,0.0
188,13,,2024-05-30,18:43:00,feature_usage,tablet,/product/445,897,0,0.0
189,13,,2024-06-08,16:59:00,feature_usage,mobile,/product/445,1414,0,0.0
190,13,,2024-06-20,23:57:00,page_view,tablet,/product/445,879,0,0.0
191,13,445.0,2024-06-23,06:08:00,add_to_cart,mobile,/product/445,975,0,0.0
192,13,,2024-06-22,02:37:00,checkout_complete,desktop,/product/445,696,1,15.93
193,15,153.0,2022-07-25,18:55:00,product_view,tablet,/product/153,1012,0,0.0
194,15,153.0,2022-07-03,19:20:00,add_to_cart,mobile,/product/153,66,0,0.0
195,15,,2022-07-15,08:22:00,support_contact,tablet,/product/153,1663,0,0.0
196,15,,2022-07-23,15:09:00,page_view,desktop,/product/153,1559,0,0.0
197,15,,2022-07-21,09:21:00,page_view,tablet,/product/153,1484,0,0.0
198,15,,2022-07-09,08:04:00,page_view,desktop,/product/153,1646,0,0.0
199,15,,2022-06-28,05:07:00,checkout_start,mobile,/product/153,330,0,0.0
200,15,,2022-07-15,14:09:00,checkout_start,mobile,/product/153,45,0,0.0
201,15,,2022-06-30,09:04:00,feature_usage,mobile,/product/153,270,0,0.0
202,15,,2022-07-17,00:15:00,checkout_start,mobile,/product/153,458,0,0.0
203,15,,2022-07-14,20:22:00,checkout_complete,mobile,/product/153,1593,1,36.45
204,15,294.0,2025-05-19,16:11:00,add_to_cart,mobile,/product/294,1147,0,0.0
205,15,,2025-05-14,00:59:00,review_submitted,mobile,/product/294,947,0,0.0
206,15,294.0,2025-05-16,01:36:00,add_to_cart,mobile,/product/294,1298,0,0.0
207,15,,2025-06-05,10:41:00,checkout_complete,mobile,/product/294,1224,1,122.75
208,15,26.0,2023-03-24,06:23:00,add_to_cart,mobile,/product/26,1380,0,0.0
209,15,26.0,2023-03-13,07:55:00,add_to_cart,desktop,/product/26,842,0,0.0
210,15,26.0,2023-03-07,11:45:00,product_view,mobile,/product/26,1100,0,0.0
211,15,26.0,2023-03-25,22:39:00,product_view,tablet,/product/26,1497,0,0.0
212,15,26.0,2023-03-17,07:55:00,product_view,mobile,/product/26,875,0,0.0
213,15,,2023-03-25,07:28:00,checkout_complete,mobile,/product/26,1070,1,227.33
214,15,,2023-03-24,11:27:00,checkout_start,mobile,/product/26,1052,0,0.0
215,15,,2023-03-04,15:24:00,checkout_start,mobile,/product/26,1446,0,0.0
216,15,,2023-03-15,22:44:00,page_view,desktop,/product/26,836,0,0.0
217,15,,2023-03-05,09:00:00,page_view,mobile,/product/26,204,0,0.0
218,15,,2023-03-11,06:15:00,page_view,mobile,/product/26,587,0,0.0
219,15,,2023-03-24,12:27:00,page_view,mobile,/product/26,1412,0,0.0
220,15,26.0,2023-03-03,14:00:00,add_to_cart,mobile,/product/26,1071,0,0.0
221,15,,2023-03-11,02:52:00,checkout_complete,desktop,/product/26,593,1,227.33
222,16,320.0,2022-08-11,04:43:00,add_to_cart,tablet,/product/320,169,0,0.0
223,16,320.0,2022-08-19,01:50:00,add_to_cart,mobile,/product/320,1158,0,0.0
224,16,,2022-07-23,14:01:00,feature_usage,mobile,/product/320,1159,0,0.0
225,16,,2022-08-10,03:31:00,feature_usage,desktop,/product/320,986,0,0.0
226,16,320.0,2022-08-02,04:36:00,product_view,mobile,/product/320,53,0,0.0
227,16,,2022-07-24,17:34:00,checkout_complete,tablet,/product/320,1275,1,52.14
228,16,320.0,2022-08-02,07:46:00,product_view,mobile,/product/320,802,0,0.0
229,16,,2022-07-25,00:23:00,feature_usage,mobile,/product/320,59,0,0.0
230,16,320.0,2022-08-03,11:27:00,add_to_cart,mobile,/product/320,1307,0,0.0
231,16,,2022-07-29,01:19:00,page_view,tablet,/product/320,435,0,0.0
232,16,,2022-08-02,21:57:00,page_view,mobile,/product/320,1672,0,0.0
233,16,,2022-08-07,10:29:00,checkout_complete,desktop,/product/320,409,1,52.14
234,16,284.0,2024-11-04,20:48:00,add_to_cart,mobile,/product/284,1195,0,0.0
235,16,284.0,2024-11-16,11:55:00,add_to_cart,mobile,/product/284,88,0,0.0
236,16,,2024-11-13,16:55:00,feature_usage,desktop,/product/284,496,0,0.0
237,16,284.0,2024-11-30,02:13:00,add_to_cart,desktop,/product/284,1742,0,0.0
238,16,284.0,2024-11-18,20:15:00,add_to_cart,tablet,/product/284,817,0,0.0
239,16,,2024-11-07,06:01:00,checkout_start,tablet,/product/284,1366,0,0.0
240,16,,2024-11-06,04:59:00,checkout_complete,mobile,/product/284,434,1,30.4
241,18,386.0,2025-03-25,14:34:00,product_view,mobile,/product/386,1711,0,0.0
242,18,386.0,2025-03-28,18:25:00,add_to_cart,mobile,/product/386,812,0,0.0
243,18,,2025-03-12,08:30:00,feature_usage,desktop,/product/386,1513,0,0.0
244,18,,2025-03-09,15:32:00,page_view,tablet,/product/386,489,0,0.0
245,18,,2025-03-19,12:06:00,feature_usage,desktop,/product/386,541,0,0.0
246,18,,2025-03-26,14:09:00,checkout_complete,desktop,/product/386,1441,1,122.5
247,18,,2024-08-03,17:23:00,checkout_complete,mobile,/product/273,535,1,191.93
248,18,273.0,2024-07-22,18:33:00,product_view,mobile,/product/273,688,0,0.0
249,18,,2024-08-02,14:21:00,page_view,mobile,/product/273,1744,0,0.0
250,18,,2024-08-05,08:20:00,checkout_complete,desktop,/product/273,418,1,191.93
251,18,,2025-07-20,15:04:00,feature_usage,mobile,/product/55,1685,0,0.0
252,18,,2025-07-28,05:29:00,page_view,mobile,/product/55,797,0,0.0
253,18,,2025-07-16,17:28:00,checkout_complete,desktop,/product/55,1410,1,10.13
254,21,495.0,2022-06-19,10:59:00,add_to_cart,tablet,/product/495,1244,0,0.0
255,21,,2022-05-31,06:36:00,page_view,tablet,/product/495,1337,0,0.0
256,21,,2022-06-09,02:13:00,checkout_start,tablet,/product/495,275,0,0.0
257,21,495.0,2022-05-27,23:09:00,add_to_cart,tablet,/product/495,1367,0,0.0
258,21,,2022-06-22,06:04:00,wishlist_add,mobile,/product/495,1383,0,0.0
259,21,,2022-06-01,04:06:00,page_view,tablet,/product/495,1074,0,0.0
260,21,,2022-05-28,10:35:00,page_view,tablet,/product/495,1377,0,0.0
261,21,,2022-06-10,05:24:00,wishlist_add,mobile,/product/495,1672,0,0.0
262,21,495.0,2022-06-14,03:36:00,product_view,mobile,/product/495,364,0,0.0
263,21,,2022-06-09,23:50:00,page_view,mobile,/product/495,174,0,0.0
264,21,,2022-06-21,12:47:00,checkout_complete,desktop,/product/495,83,1,37.69
265,21,,2025-10-31,14:29:00,page_view,tablet,/product/43,655,0,0.0
266,21,,2025-10-18,05:35:00,checkout_complete,desktop,/product/43,980,1,86.47
267,21,,2025-10-28,23:54:00,checkout_start,desktop,/product/43,1060,0,0.0
268,21,,2025-10-22,07:09:00,page_view,mobile,/product/43,1799,0,0.0
269,21,,2025-10-07,23:27:00,page_view,tablet,/product/43,1579,0,0.0
270,21,,2025-10-16,15:30:00,checkout_complete,mobile,/product/43,1577,1,86.47
271,21,,2025-11-02,13:54:00,checkout_start,tablet,/product/43,1739,0,0.0
272,21,,2025-10-28,15:06:00,checkout_complete,tablet,/product/43,1569,1,86.47
273,21,8.0,2025-03-10,13:05:00,add_to_cart,tablet,/product/8,276,0,0.0
274,21,,2025-02-25,05:16:00,page_view,desktop,/product/8,223,0,0.0
275,21,,2025-02-22,02:00:00,review_submitted,desktop,/product/8,1698,0,0.0
276,21,,2025-03-02,11:45:00,checkout_complete,mobile,/product/8,1370,1,163.38
277,21,,2023-07-05,19:37:00,page_view,mobile,/product/177,329,0,0.0
278,21,,2023-07-01,06:10:00,page_view,desktop,/product/177,1682,0,0.0
279,21,177.0,2023-06-27,12:14:00,product_view,mobile,/product/177,530,0,0.0
280,21,,2023-07-05,08:11:00,page_view,mobile,/product/177,528,0,0.0
281,21,,2023-07-08,07:05:00,page_view,desktop,/product/177,1455,0,0.0
282,21,,2023-07-02,21:57:00,page_view,tablet,/product/177,583,0,0.0
283,21,,2023-06-23,12:32:00,page_view,desktop,/product/177,800,0,0.0
284,21,,2023-06-18,19:44:00,feature_usage,tablet,/product/177,343,0,0.0
285,21,,2023-07-13,12:02:00,feature_usage,mobile,/product/177,1602,0,0.0
286,21,,2023-07-05,12:01:00,checkout_complete,tablet,/product/177,1021,1,29.45
287,22,151.0,2025-04-20,13:01:00,add_to_cart,tablet,/product/151,245,0,0.0
288,22,,2025-04-18,02:04:00,page_view,desktop,/product/151,851,0,0.0
289,22,151.0,2025-04-23,15:14:00,product_view,mobile,/product/151,1079,0,0.0
290,22,,2025-04-15,11:07:00,checkout_complete,desktop,/product/151,1251,1,5.4
291,22,151.0,2025-04-08,03:39:00,product_view,mobile,/product/151,1660,0,0.0
292,22,,2025-04-18,15:29:00,checkout_complete,tablet,/product/151,659,1,5.4
293,22,,2025-04-15,11:05:00,checkout_complete,desktop,/product/151,718,1,5.4
294,24,,2023-06-18,09:45:00,page_view,mobile,/product/155,317,0,0.0
295,24,,2023-06-23,23:56:00,page_view,tablet,/product/155,1082,0,0.0
296,24,,2023-06-14,22:10:00,checkout_complete,mobile,/product/155,1232,1,115.88
297,24,,2023-06-06,08:21:00,checkout_start,desktop,/product/155,1501,0,0.0
298,24,,2023-06-20,20:55:00,checkout_complete,desktop,/product/155,1589,1,115.88
299,24,344.0,2023-12-01,14:01:00,product_view,tablet,/product/344,600,0,0.0
300,24,,2023-11-26,19:32:00,page_view,desktop,/product/344,590,0,0.0
301,24,,2023-11-30,09:40:00,page_view,mobile,/product/344,82,0,0.0
302,24,,2023-12-13,07:03:00,wishlist_add,tablet,/product/344,438,0,0.0
303,24,,2023-12-17,09:45:00,page_view,mobile,/product/344,955,0,0.0
304,24,,2023-11-28,10:02:00,checkout_complete,mobile,/product/344,370,1,69.56
305,24,,2023-11-21,15:20:00,checkout_complete,mobile,/product/344,819,1,69.56
306,26,,2026-02-08,23:32:00,page_view,tablet,/product/201,1110,0,0.0
307,26,201.0,2026-01-30,14:36:00,product_view,mobile,/product/201,1738,0,0.0
308,26,,2026-02-03,03:30:00,support_contact,mobile,/product/201,1705,0,0.0
309,26,,2026-01-16,14:26:00,checkout_start,desktop,/product/201,892,0,0.0
310,26,201.0,2026-01-31,06:38:00,product_view,mobile,/product/201,1352,0,0.0
311,26,,2026-01-25,04:53:00,feature_usage,desktop,/product/201,229,0,0.0
312,26,,2026-01-17,18:28:00,page_view,mobile,/product/201,739,0,0.0
313,26,,2026-01-14,13:32:00,checkout_start,desktop,/product/201,1642,0,0.0
314,26,,2026-01-20,21:48:00,feature_usage,tablet,/product/201,189,0,0.0
315,26,,2026-01-31,09:03:00,checkout_complete,desktop,/product/201,885,1,225.92
316,27,,2025-08-21,14:30:00,page_view,desktop,/product/225,542,0,0.0
317,27,225.0,2025-09-16,14:36:00,product_view,mobile,/product/225,944,0,0.0
318,27,225.0,2025-09-03,02:53:00,product_view,desktop,/product/225,1709,0,0.0
319,27,225.0,2025-09-02,02:41:00,add_to_cart,desktop,/product/225,1345,0,0.0
320,27,,2025-09-12,00:21:00,feature_usage,tablet,/product/225,1004,0,0.0
321,27,,2025-09-19,16:35:00,feature_usage,tablet,/product/225,1250,0,0.0
322,27,225.0,2025-09-03,23:14:00,product_view,tablet,/product/225,90,0,0.0
323,27,,2025-09-19,16:48:00,support_contact,mobile,/product/225,164,0,0.0
324,27,225.0,2025-09-09,15:43:00,add_to_cart,mobile,/product/225,706,0,0.0
325,27,,2025-08-29,13:22:00,feature_usage,mobile,/product/225,1558,0,0.0
326,27,,2025-09-12,08:26:00,checkout_complete,tablet,/product/225,1669,1,340.45
327,27,,2022-12-08,02:28:00,feature_usage,mobile,/product/15,605,0,0.0
328,27,15.0,2022-11-28,23:45:00,add_to_cart,tablet,/product/15,271,0,0.0
329,27,,2022-12-02,03:25:00,page_view,mobile,/product/15,720,0,0.0
330,27,,2022-12-14,14:43:00,checkout_complete,tablet,/product/15,1078,1,92.23
331,27,,2022-12-04,09:42:00,wishlist_add,mobile,/product/15,1118,0,0.0
332,27,,2022-11-26,16:59:00,checkout_start,desktop,/product/15,1225,0,0.0
