transaction_id,customer_id,product_id,transaction_date,transaction_time,quantity,unit_price,discount_applied,transaction_amount,profit_amount,payment_method,order_status,is_repeat_purchase
103,88,157,2024-06-03,00:16:00,1,44.73,0.0,44.73,16.37,credit_card,completed,0
104,88,353,2023-08-15,15:12:00,1,161.73,0.0,161.73,56.4,wallet,completed,1
105,88,447,2026-01-11,15:48:00,1,12.8,0.0,12.8,5.8,debit_card,cancelled,1
106,90,118,2023-11-27,15:17:00,1,4.96,0.0,4.96,2.16,wallet,completed,0
107,93,395,2023-09-01,03:27:00,1,25.18,0.0,25.18,11.3,paypal,completed,0
108,94,190,2023-04-30,22:08:00,1,5.09,0.0,5.09,1.25,credit_card,completed,0
109,94,292,2023-07-15,12:16:00,1,30.73,0.0,30.73,7.81,paypal,completed,1
110,96,72,2024-10-23,18:55:00,2,32.26,0.0,64.53,27.8,debit_card,cancelled,0
111,97,370,2024-05-06,19:46:00,3,64.58,0.0,193.75,45.31,wallet,completed,0
112,99,388,2022-04-04,04:37:00,1,69.46,0.0,69.46,24.32,bank_transfer,completed,0
113,99,306,2024-03-18,11:14:00,2,71.91,0.0,143.82,44.11,wallet,completed,1
114,100,140,2023-05-22,02:46:00,1,315.22,0.0,315.22,126.34,debit_card,completed,0
115,101,472,2025-03-06,10:25:00,1,35.3,0.0,35.3,15.57,credit_card,pending,0
116,101,171,2024-02-13,11:58:00,2,15.12,0.0,30.23,10.67,debit_card,completed,1
117,101,16,2025-11-22,15:45:00,1,57.88,0.0,57.88,24.14,debit_card,completed,1
118,102,149,2024-01-13,03:52:00,1,5.17,0.0,5.17,1.89,credit_card,completed,0
119,102,330,2025-01-02,18:41:00,2,448.31,0.0,896.62,262.17,paypal,pending,1
120,103,266,2024-03-24,09:31:00,1,8.0,0.0,8.0,2.43,bank_transfer,completed,0
121,105,307,2026-02-25,12:11:00,1,365.99,0.0,365.99,99.0,bank_transfer,completed,0
122,105,349,2025-09-04,12:01:00,3,118.87,0.0,356.6,129.27,paypal,completed,1
123,105,351,2022-09-03,10:03:00,2,68.85,0.0,137.7,43.73,debit_card,completed,1
124,108,93,2023-09-15,20:00:00,1,20.44,0.0,20.44,8.77,paypal,completed,0
125,108,89,2023-08-27,00:53:00,1,181.28,0.0,181.28,75.61,debit_card,pending,1
126,108,376,2021-04-14,11:15:00,1,10.29,0.0,10.29,4.26,bank_transfer,cancelled,1
127,108,148,2024-05-30,14:44:00,1,563.16,0.0,563.16,221.87,paypal,completed,1
128,108,211,2024-02-21,21:32:00,1,154.75,0.0,154.75,64.64,wallet,completed,1
129,108,248,2023-06-29,11:02:00,2,4.75,0.0,9.51,2.81,credit_card,completed,1
130,108,54,2023-12-30,14:45:00,1,8.13,0.0,8.13,2.02,bank_transfer,completed,1
131,114,459,2024-09-12,23:18:00,2,37.46,0.0,74.92,26.08,bank_transfer,completed,0
132,115,497,2025-04-12,23:07:00,1,26.9,0.0,26.9,9.02,bank_transfer,cancelled,0
133,116,131,2024-05-23,07:47:00,1,89.03,0.0,89.03,33.4,paypal,completed,0
134,119,237,2025-09-18,19:10:00,1,74.93,0.0,74.93,21.1,debit_card,completed,0
135,119,167,2024-09-19,08:48:00,1,5.0,0.0,5.0,1.71,wallet,completed,1
136,119,471,2022-02-10,19:27:00,1,120.5,0.0,120.5,31.23,paypal,completed,1
137,123,181,2025-09-03,13:07:00,2,8.29,1.45,13.69,5.11,bank_transfer,pending,0
138,129,453,2023-01-19,11:11:00,3,5.11,0.0,15.33,4.33,bank_transfer,completed,0
139,131,121,2024-03-15,08:32:00,1,9.42,0.0,9.42,2.91,credit_card,pending,0
140,131,10,2025-06-03,02:52:00,1,33.88,0.0,33.88,10.35,paypal,completed,1
141,131,310,2023-09-28,18:54:00,2,68.95,0.0,137.89,42.86,debit_card,completed,1
142,131,11,2023-11-16,23:52:00,1,29.84,0.0,29.84,11.16,bank_transfer,completed,1
143,133,114,2024-06-28,11:24:00,1,37.68,0.0,37.68,16.61,bank_transfer,completed,0
144,135,305,2025-04-30,07:11:00,1,18.49,4.13,14.35,6.13,bank_transfer,completed,0
145,136,244,2023-12-01,08:17:00,2,246.92,0.0,493.84,211.44,wallet,completed,0
146,136,295,2025-04-23,20:44:00,1,5.0,0.0,5.0,2.02,paypal,pending,1
147,137,298,2022-08-17,14:13:00,1,21.77,0.0,21.77,8.42,paypal,completed,0
148,137,365,2025-10-04,14:32:00,1,7.59,0.0,7.59,2.87,credit_card,completed,1
149,138,367,2025-11-21,13:51:00,3,27.12,0.0,81.35,31.69,credit_card,completed,0
150,141,403,2021-12-08,09:23:00,3,26.39,0.0,79.18,25.56,bank_transfer,completed,0
151,141,444,2025-05-03,23:37:00,1,42.12,0.0,42.12,11.41,paypal,pending,1
152,141,163,2021-12-01,10:00:00,2,128.79,0.0,257.58,89.12,debit_card,pending,1
153,141,372,2024-10-29,19:37:00,2,132.66,0.0,265.31,110.18,credit_card,completed,1
154,142,440,2023-12-09,03:24:00,1,72.99,0.0,72.99,30.4,paypal,completed,0
155,143,154,2025-03-19,10:26:00,1,81.29,0.0,81.29,31.86,credit_card,completed,0
156,148,413,2025-10-26,03:14:00,1,18.57,0.0,18.57,5.42,credit_card,completed,0
157,149,348,2022-10-11,01:53:00,2,71.0,0.0,142.0,54.32,paypal,completed,0
158,149,199,2024-05-23,05:25:00,1,48.73,0.0,48.73,15.24,paypal,completed,1
159,151,396,2024-04-17,07:22:00,1,42.05,0.0,42.05,14.56,debit_card,completed,0
160,151,50,2025-03-03,07:33:00,2,8.01,0.0,16.03,4.44,debit_card,completed,1
161,151,142,2024-05-01,18:00:00,1,62.79,0.0,62.79,26.98,bank_transfer,completed,1
162,151,251,2022-11-25,02:02:00,1,18.86,0.0,18.86,5.4,bank_transfer,completed,1
163,152,129,2025-03-27,07:34:00,1,14.23,0.0,14.23,5.41,debit_card,completed,0
164,152,397,2024-06-02,22:10:00,1,20.34,0.0,20.34,4.91,bank_transfer,completed,1
165,152,333,2025-06-14,08:32:00,2,49.72,0.0,99.43,25.36,paypal,pending,1
166,153,208,2023-12-07,23:40:00,1,50.95,0.0,50.95,22.31,debit_card,completed,0
167,154,190,2025-01-02,15:46:00,2,4.87,0.0,9.75,2.56,credit_card,completed,0
168,154,460,2023-08-20,04:00:00,1,5.18,0.0,5.18,2.08,wallet,cancelled,1
169,155,193,2026-01-10,15:16:00,1,5.14,0.0,5.14,1.4,wallet,completed,0
170,156,300,2023-10-22,12:19:00,2,56.88,0.0,113.76,43.86,debit_card,completed,0
171,156,433,2024-10-23,19:21:00,1,20.53,0.0,20.53,6.53,bank_transfer,completed,1
172,156,254,2023-09-20,01:24:00,2,19.92,0.0,39.85,14.16,credit_card,completed,1
173,157,499,2022-11-12,02:17:00,1,285.75,0.0,285.75,94.35,bank_transfer,pending,0
174,158,228,2024-09-12,17:14:00,1,38.81,0.0,38.81,15.17,bank_transfer,completed,0
175,159,99,2022-11-21,07:53:00,1,9.65,0.0,9.65,3.14,credit_card,pending,0
176,159,404,2025-01-25,08:29:00,2,55.11,0.0,110.23,31.45,debit_card,returned,1
177,159,396,2023-07-15,22:09:00,1,38.92,0.0,38.92,15.03,bank_transfer,completed,1
178,160,215,2023-03-31,11:57:00,1,20.02,0.0,20.02,6.55,paypal,completed,0
179,160,251,2022-09-08,21:14:00,3,17.57,0.0,52.7,16.79,debit_card,completed,1
180,160,217,2024-12-22,06:32:00,1,4.93,0.0,4.93,1.41,wallet,completed,1
181,160,300,2022-04-29,14:16:00,1,56.31,0.0,56.31,22.01,wallet,completed,1
182,160,486,2022-04-16,00:24:00,1,104.62,25.0,79.62,47.58,bank_transfer,completed,1
183,161,349,2023-09-13,22:39:00,1,110.06,0.0,110.06,44.41,wallet,completed,0
184,163,492,2025-01-14,11:43:00,1,5.43,0.0,5.43,2.06,wallet,completed,0
185,163,128,2022-11-22,21:36:00,1,100.83,12.43,88.4,33.3,paypal,returned,1
186,163,205,2025-10-15,04:53:00,1,18.77,0.0,18.77,6.02,bank_transfer,completed,1
187,163,499,2025-02-22,02:50:00,1,277.26,0.0,277.26,95.62,credit_card,completed,1
188,164,247,2025-10-26,16:43:00,2,5.01,0.0,10.03,4.06,wallet,completed,0
189,165,421,2023-06-28,11:52:00,1,126.61,0.0,126.61,50.62,bank_transfer,completed,0
190,165,300,2023-03-17,20:50:00,1,59.97,10.17,49.8,22.99,wallet,completed,1
191,165,395,2024-03-04,03:04:00,1,25.77,0.0,25.77,11.21,wallet,completed,1
192,166,106,2023-10-02,05:05:00,2,91.02,0.0,182.04,72.41,wallet,completed,0
193,167,247,2025-01-28,13:38:00,2,5.06,0.97,8.17,4.33,paypal,cancelled,0
194,167,42,2024-10-09,20:58:00,1,87.46,0.0,87.46,23.11,wallet,completed,1
195,167,383,2023-10-28,22:06:00,1,54.42,0.0,54.42,16.88,bank_transfer,completed,1
196,167,366,2023-07-19,03:48:00,2,90.71,0.0,181.42,46.65,credit_card,completed,1
197,168,263,2026-02-04,21:16:00,1,90.66,0.0,90.66,34.75,debit_card,completed,0
198,169,117,2023-02-27,01:47:00,1,34.63,0.0,34.63,11.64,bank_transfer,completed,0
199,169,234,2024-06-25,13:17:00,1,746.53,0.0,746.53,226.23,credit_card,cancelled,1
200,170,30,2025-05-05,18:42:00,1,17.48,0.0,17.48,6.51,paypal,completed,0
201,170,325,2022-01-07,18:50:00,1,136.88,0.0,136.88,34.69,wallet,cancelled,1
202,171,295,2024-04-13,04:02:00,1,5.11,0.0,5.11,2.0,debit_card,completed,0
203,171,331,2023-05-01,15:40:00,3,18.19,0.0,54.58,15.57,debit_card,completed,1
204,172,142,2024-02-11,08:54:00,1,62.24,0.0,62.24,27.06,paypal,completed,0
205,173,258,2025-02-11,18:34:00,1,97.67,0.0,97.67,35.57,wallet,completed,0
206,174,68,2023-11-05,12:43:00,1,18.38,0.0,18.38,5.28,wallet,completed,0
207,178,110,2021-11-22,02:20:00,1,22.72,0.0,22.72,5.66,credit_card,completed,0
208,184,178,2024-08-03,14:22:00,1,69.15,0.0,69.15,25.26,paypal,completed,0
209,185,395,2022-05-20,07:31:00,1,25.09,0.0,25.09,11.32,bank_transfer,completed,0
210,185,469,2021-12-28,09:57:00,1,120.47,0.0,120.47,45.63,credit_card,completed,1
211,186,69,2023-09-19,16:41:00,1,29.41,0.0,29.41,9.23,paypal,completed,0
212,186,194,2024-01-19,21:46:00,3,20.2,0.0,60.59,22.53,wallet,completed,1
213,186,191,2023-09-11,02:23:00,3,5.07,0.0,15.21,6.9,paypal,completed,1
214,186,462,2023-07-26,08:53:00,3,5.19,0.0,15.57,4.44,credit_card,completed,1
215,187,246,2025-10-09,20:30:00,2,34.29,0.0,68.57,27.13,debit_card,completed,0
216,188,103,2024-04-13,11:06:00,1,65.79,0.0,65.79,20.57,wallet,completed,0
217,188,172,2024-10-14,21:02:00,2,5.24,0.0,10.47,4.21,credit_card,completed,1
218,188,475,2023-12-26,14:41:00,2,18.04,0.0,36.07,11.01,wallet,completed,1
219,189,267,2023-03-03,15:27:00,1,14.78,0.0,14.78,5.97,wallet,completed,0
220,190,269,2024-07-02,03:20:00,1,29.34,0.0,29.34,11.67,wallet,completed,0
221,190,264,2026-01-30,00:10:00,2,23.48,0.0,46.96,16.08,bank_transfer,completed,1
222,192,142,2025-11-25,17:01:00,1,65.53,0.0,65.53,26.57,bank_transfer,completed,0
223,193,392,2024-06-01,11:10:00,3,8.84,0.0,26.51,9.91,bank_transfer,completed,0
224,193,87,2023-09-08,02:03:00,1,7.3,0.0,7.3,3.22,credit_card,completed,1
225,194,217,2022-12-27,20:52:00,1,5.09,0.0,5.09,1.39,bank_transfer,completed,0
226,198,386,2025-02-10,14:10:00,2,39.74,4.23,71.02,27.57,debit_card,completed,0
227,198,398,2023-03-19,19:20:00,2,38.23,0.0,76.45,30.11,debit_card,completed,1
228,199,159,2023-10-01,10:09:00,1,20.61,0.0,20.61,5.46,debit_card,completed,0
229,199,491,2025-06-14,04:51:00,1,102.92,0.0,102.92,28.94,credit_card,completed,1
230,200,232,2025-10-07,16:12:00,2,190.86,0.0,381.73,133.1,credit_card,completed,0
231,201,195,2025-10-17,12:26:00,1,73.81,0.0,73.81,33.69,paypal,completed,0
232,202,203,2025-02-21,06:26:00,3,18.12,0.0,54.35,15.28,credit_card,completed,0
233,203,268,2025-06-24,19:50:00,1,29.97,0.0,29.97,10.46,credit_card,completed,0
234,205,58,2024-12-20,05:36:00,1,37.29,0.0,37.29,12.03,debit_card,completed,0
235,205,170,2025-11-26,10:41:00,1,19.26,0.0,19.26,7.85,bank_transfer,completed,1
236,205,434,2023-05-02,18:36:00,2,15.1,0.0,30.2,8.67,paypal,completed,1
237,207,160,2022-08-16,23:00:00,1,509.04,0.0,509.04,193.17,credit_card,completed,0
238,209,121,2025-04-16,23:26:00,2,9.32,0.0,18.64,5.84,credit_card,completed,0
239,209,340,2023-08-03,17:13:00,3,17.63,0.0,52.89,22.55,paypal,completed,1
240,210,67,2025-02-17,16:42:00,1,21.16,0.0,21.16,7.8,bank_transfer,returned,0
241,210,357,2024-08-29,22:04:00,1,70.61,0.0,70.61,23.54,debit_card,completed,1
242,210,225,2022-12-21,10:49:00,1,340.34,0.0,340.34,135.72,bank_transfer,completed,1
243,210,424,2022-07-03,15:23:00,1,22.52,0.0,22.52,8.26,paypal,completed,1
244,211,112,2024-05-05,17:21:00,1,8.12,0.0,8.12,2.57,bank_transfer,completed,0
245,212,475,2025-09-19,17:08:00,2,18.19,0.0,36.37,10.96,bank_transfer,completed,0
246,212,304,2022-11-19,14:08:00,1,9.87,0.0,9.87,3.44,wallet,cancelled,1
247,213,228,2024-08-17,03:41:00,1,37.89,0.0,37.89,15.31,bank_transfer,completed,0
248,213,332,2026-01-23,00:33:00,1,31.03,0.0,31.03,13.68,paypal,completed,1
249,213,236,2025-09-15,22:32:00,1,43.55,6.16,37.39,16.8,wallet,returned,1
250,213,379,2024-03-12,23:10:00,2,461.51,0.0,923.03,417.51,paypal,completed,1
251,214,317,2023-07-16,06:01:00,1,21.19,0.0,21.19,5.95,credit_card,completed,0
252,217,244,2025-04-29,15:14:00,2,267.63,0.0,535.26,205.23,wallet,completed,0
253,223,161,2024-07-26,23:19:00,1,52.76,0.0,52.76,12.64,wallet,completed,0
254,225,406,2025-10-31,01:40:00,1,22.88,0.0,22.88,7.56,debit_card,completed,0
255,226,450,2025-03-06,07:43:00,1,35.97,0.0,35.97,13.69,wallet,completed,0
256,227,155,2024-12-03,14:37:00,2,54.15,0.0,108.3,39.77,paypal,completed,0
257,228,120,2022-07-17,15:24:00,1,37.94,0.0,37.94,12.31,paypal,cancelled,0
258,228,74,2026-02-22,08:43:00,2,22.18,0.0,44.37,13.58,paypal,completed,1
259,228,397,2023-08-13,00:49:00,1,18.97,0.0,18.97,5.12,credit_card,pending,1
260,229,285,2024-02-26,14:29:00,1,25.8,0.0,25.8,7.88,credit_card,completed,0
261,229,445,2022-03-06,09:41:00,1,15.82,0.0,15.82,5.4,paypal,completed,1
262,229,294,2023-07-10,07:46:00,1,60.88,0.0,60.88,23.53,bank_transfer,completed,1
263,233,79,2025-05-03,10:02:00,1,59.93,0.0,59.93,14.85,credit_card,completed,0
264,234,177,2024-08-21,03:39:00,1,20.34,0.0,20.34,7.04,debit_card,completed,0
265,234,215,2025-10-28,00:26:00,1,20.3,0.0,20.3,6.51,bank_transfer,completed,1
266,235,350,2022-06-23,10:15:00,1,28.49,0.0,28.49,8.65,paypal,completed,0
267,236,486,2024-03-26,08:40:00,2,110.21,0.0,220.43,85.98,paypal,completed,0
268,236,452,2025-09-04,09:38:00,1,47.61,0.0,47.61,19.37,debit_card,completed,1
269,236,463,2025-11-15,04:24:00,2,46.57,0.0,93.13,27.03,bank_transfer,completed,1
270,237,70,2025-06-01,14:50:00,1,55.96,0.0,55.96,17.86,credit_card,completed,0
271,237,178,2026-01-09,11:21:00,2,70.95,0.0,141.9,49.97,debit_card,completed,1
272,237,78,2023-12-20,02:24:00,1,7.68,0.0,7.68,2.23,bank_transfer,completed,1
273,238,343,2026-01-09,09:39:00,1,55.49,0.0,55.49,13.78,bank_transfer,completed,0
274,240,168,2021-09-30,19:27:00,1,43.82,0.0,43.82,19.73,bank_transfer,completed,0
275,241,89,2025-09-15,05:27:00,3,184.38,0.0,553.15,225.43,credit_card,completed,0
276,242,284,2023-12-29,06:56:00,1,16.22,0.0,16.22,6.21,wallet,completed,0
277,242,140,2024-10-11,06:24:00,2,312.92,0.0,625.84,253.36,bank_transfer,returned,1
278,242,164,2025-09-27,16:05:00,1,21.98,0.0,21.98,10.11,wallet,completed,1
279,243,122,2023-08-25,23:36:00,1,47.77,10.89,36.88,21.25,wallet,completed,0
280,244,11,2022-09-02,20:11:00,1,28.86,0.0,28.86,11.31,debit_card,pending,0
281,246,29,2025-10-03,20:51:00,1,4.94,0.0,4.94,1.84,debit_card,completed,0
282,247,72,2026-02-11,08:47:00,1,32.5,0.0,32.5,13.86,wallet,completed,0
283,252,251,2024-08-20,17:43:00,1,18.05,3.25,14.8,6.01,credit_card,completed,0
284,254,387,2023-03-02,18:02:00,1,9.61,0.0,9.61,2.74,debit_card,completed,0
285,254,419,2023-01-15,02:18:00,2,88.14,0.0,176.29,69.14,credit_card,completed,1
286,254,35,2025-08-26,10:16:00,1,106.02,0.0,106.02,30.38,wallet,pending,1
287,257,119,2023-08-09,21:28:00,1,9.37,0.0,9.37,2.41,debit_card,completed,0
288,259,158,2023-04-26,12:12:00,1,5.04,0.83,4.21,2.19,wallet,cancelled,0
289,260,374,2025-02-26,09:12:00,2,64.55,0.0,129.1,43.95,debit_card,completed,0
290,262,368,2025-01-06,07:17:00,2,288.22,0.0,576.45,264.63,wallet,completed,0
291,262,367,2024-02-29,01:40:00,1,28.1,0.0,28.1,10.41,paypal,completed,1
292,262,389,2024-11-20,21:39:00,2,27.68,0.0,55.35,21.38,credit_card,pending,1
293,264,70,2025-10-01,00:47:00,2,55.22,0.0,110.44,35.93,credit_card,completed,0
294,264,293,2023-04-10,20:14:00,1,21.87,0.0,21.87,5.62,debit_card,completed,1
